Documento,Palavra1,Palavra2,Palavra3,...
Documento 1,Sweat,8,'rusters,',8,control,persons,examined,sodium,concentration,.,Sweating,induced,iontophoresis,pilocarpine,distal,forearm,.,case,concentrations,exceed,normal,upper,limit,procedure,,,difference,found,two,groups,.,way,study,failed,confirm,earlier,reports,elevated,sodium,chloride,concentrations,sweat,'rusters,',.,Proposals,relationship,'rusters',patients,pancreatic,cystic,fibrosis,substantiated,.,Hyperhidrosis,palms,volar,surfaces,fingers,present,'rusters,',.,seemed,main,cause,corrosive,tendency,,,patients,referred,palmar,hyperhidrosis,found,produce,corrosion,similar,'rusters,',.,Topical,application,aluminium,chloride,hexahydrate,25,%,solution,absolute,ethyl,alcohol,proved,effective,hyperhidrosis,corrosive,tendency,.
Documento 2,111,patients,cystic,fibrosis,(,CF,),,,aged,7,months,29,years,,,examined,detect,inflammatory,middle,ear,diseases,.,35,%,history,one,attacks,acute,otitis,media,,,incidence,level,non-CF,patients,.,None,chronic,suppurative,otitis,.,4,88,patients,able,cooperate,audiometry,hearing,impairment,.,2,,,hearing,loss,perceptive,,,3,mild,,,fourth,case,,,moderately,severe,.,middle,ear,pressure,measured,108,patients,,,86,proved,normal,.,15,patients,middle,ear,pressure,lower,--,100,mmH2O,,,indicating,tubal,occlusion,,,7,patients,impedance,minimum,lacking,,,indicating,accumulation,mucus,.,7,patients,(,6,%,),secretory,otitis,media,.,Nasal,polyps,present,32,%,.,correlation,nasal,polyps,tubal,occlusion,secretory,otitis,.,incidence,inflammatory,middle,ear,diseases,CF,patients,range,non-CF,patients,,,finding,variance,previous,investigations,showing,middle,ear,pathology,25,--,48,%,.
Documento 3,Serum,normal,persons,133,cystic,fibrosis,patients,examined,precipitins,faecal,bacteria,(,E.,coli,B.,fragilis,),P.,aeruginosa,means,crossed,immunoelectrophoresis,.,27,%,normal,sera,contained,1-2,precipitins,E.,coli,,,16,%,contained,one,precipitin,B.,fragilis,6,%,contained,one,precipitin,P.,aeruginosa,.,sera,cystic,fibrosis,patients,,,significantly,increased,prevalence,precipitins,E.,coli,(,76,%,),,,B.,fragilis,(,38,%,),P.,aeruginosa,(,63,%,),,,mean,number,precipitins,bacteria,3,(,range,:,1-12,),,,1.4,(,range,:,1-4,),,,16,(,range,:,1-60,),,,respectively,.,Increased,numbers,precipitins,P.,aeruginosa,correlated,chronic,lung,infection,caused,species,poor,prognosis,,,whereas,associations,revealed,regards,precipitins,two,bacterial,species,.,Increased,numbers,precipitins,E.,coli,B.,fragilis,significantly,associated,increased,numbers,precipitins,P.,aeruginosa,.,suggested,association,due,immune,reactions,intestinal,mucosa,,,resulting,increased,absorption,antigens,gut,.
Documento 4,coexistence,cystic,fibrosis,(,CF,),coeliac,disease,(,CD,),reported,eight,children,,,odds,occurring,child,1:2,million,1:5.9,million,.,Sweden,,,would,around,1:3,million,(,incidence,CF,1:3000,CD,1:1000,),.,coexistence,two,diseases,thought,chance,,,although,CF,might,predispose,development,CD,.,10-year,period,(,33405,live,births,),,,observed,three,children,exocrine,pancreatic,insufficiency,small,intestine,dysfunction,.
Documento 5,Serum,sputum,sol,phase,23,patients,cystic,fibrosis,(,CF,),examined,occurrence,titres,precipitins,Haemophilus,influenzae,Staphylococcus,aureus,means,crossed,immunoelectrophoresis,intermediate,gel,.,patients,four,nine,H.,influenzae,precipitins,serum,cases,fewer,precipitins,sputum,,,,,average,,,difference,titres,antibodies,serum,sputum,.,antibodies,cross-reactive,species,,,notably,Haemophilus,genus,.,S.,aureus,precipitins,generally,found,higher,numbers,serum,sputum,,,,,average,,,titre,precipitins,sputum,higher,serum,.,Three,precipitins,detectable,sputum,serum,,,one,S.,aureus-specific,precipitin,.,antibodies,cross-reactive,species,,,antibodies,often,present,sputum,much,higher,titres,corresponding,sera,.,Antibodies,teichoic,acid,S.,aureus,cell,wall,could,demonstrated,sputum,,,present,22,sera,.,possible,role,local,pulmonary,humoral,immune,response,protective,immunity,pathology,lung,disease,CF,discussed,.
Documento 6,Eleven,cystic,fibrosis,(,CF,),patients,chronically,infected,lungs,mucoid,Pseudomonas,aeruginosa,presenting,multiple,precipitins,serum,bacterium,(,CF,+,P,),10,CF,patients,without,P.,aeruginosa,infection,(,CF-P,),serum,sputum,sol,phase,specimens,examined,antibodies,IgA,IgG,classes,surface,antigens,P.,aeruginosa,means,indirect,immunofluorescence,technique,.,IgA,IgG,antibody,titres,demonstrated,serum,sputum,CF,+,P,patients,significantly,higher,CF-P,patients,(,p,less,0.01,),.,titre,IgA,antibodies,sputum,higher,serum,3,cases,indicating,local,pulmonary,production,specific,IgA,antibodies,.,role,demonstrated,antibodies,local,pulmonary,immune,defense,mechanisms,possible,patogenesis,pulmonary,tissue,damage,CF,patients,discussed,.
Documento 7,14,cystic,fibrosis,(,CF,),patients,chronically,infected,mucoid,P.,aeruginosa,presenting,multiple,precipitins,serum,bacterium,(,CF,+,P,),13,CF,patients,without,P.,aeruginosa,infection,(,CF-P,),plasma,sputum,sol,phase,examined,albumin,,,Clq,.,C3/C3c,,,C4,C5,means,electroimmunoassays,.,sputum,sol,phase,examined,also,factor,B,rocketimmunoelectrophoresis,.,C3c,demonstrated,sputum,sol,phase,significantly,frequent,(,p,less,0.01,),among,CF,+,P,patients,among,CF-P,patients,.,Factor,B,also,demonstrated,sputum,sol,phase,,,significant,difference,frequency,could,demonstrated,CF,+,P,CF-P,patients,.,None,results,indicated,local,pulmonary,production,complement,factors,took,place,.,Complement,activation,significantly,(,p,less,0.01,),associated,inflammation,expressed,increased,(,formula,:,see,text,),.,results,show,importance,complement,mediated,inflammation,pathogenesis,pulmonary,tissue,damage,patients,CF,support,concept,chronic,P.,aeruginosa,lung,infection,immune,complex,disease,CF,patients,.
Documento 8,Sera,89,patients,cystic,fibrosis,(,CF,),88,control,persons,examined,occurrence,rheumatoid,factors,(,RF,),IgG,,,IgA,IgM,classes,indirect,immunofluorescence,method,latex,fixation,slide,test,.,prevalence,RF-IgG,significantly,higher,(,88,%,),(,p,less,0.0005,),among,CF,patients,among,control,persons,(,7,%,),,,difference,found,two,groups,regard,RF,IgA,IgM,classes,.,Fifty-five,CF,patients,chronic,Pseudomonas,aeruginosa,infection,lungs,two,precipitins,bacteria,sera,determined,crossed,immunoelectrophoresis,.,CF,patients,differ,34,CF,patients,without,chronic,P.,aeruginosa,infection,,,neither,regard,prevalence,titer,RFs,,,positive,correlation,number,P.,aeruginosa,precipitins,55,chronically,infected,CF,patients,titers,IgG-RF,.,Nineteen,CF,patients,examined,also,RFs,,,antinuclear,antibodies,(,ANA,),anti-DNA,antibodies,sputum,sol,phase,corresponding,sera,.,RFs,demonstrated,sputum,sol,phase,6,patients,latex,fixation,test,,,whereas,sera,negative,test,,,possibly,indicating,local,production,RF,.,Positive,reactions,ANA,anti-DNA,antibodies,found,7,10,sputa,respectively,,,higher,titers,corresponding,sera,,,also,suggesting,local,production,.,Titers,autoantibodies,sputum,low,difference,found,patients,chronic,P.,aeruginosa,infection,patients,without,P.,aeruginosa,infection,.,possible,role,autoantibodies,patogenesis,pulmonary,tissue,damage,CF,patients,discussed,.
Documento 9,Oral,zinc,supplementation,100,mg,zinc,sulfate,8-week,period,36,patients,cystic,fibrosis,17,siblings,affect,vitamin,transport,system,,,evidenced,absence,consistent,significant,quantitative,changes,plasma,levels,vitamin,,,retinol-binding,protein,,,zinc,,,exogenous,zinc,appear,stimulate,growth,exert,clinical,benefit,cystic,fibrosis,patients,.,lack,response,zinc,supplementation,might,explained,fact,group,cystic,fibrosis,subjects,studied,fairly,healthy,regard,clinical,status,certain,blood,parameters,,,including,zinc,.
Documento 10,Fecal,fat,,,bile,acids,,,rectal,microflora,studied,seven,control,children,three,groups,patients,cystic,fibrosis,(,CF,),.,Seven,antibiotics,,,ten,oral,cloxacillin,,,six,i.v,.,triple,therapy,(,cloxacillin,,,gentamycin,,,carbenicillin,),least,2,weeks,.,Controls,lower,concentrations,(,milligrams,per,gram,dry,stool,),fat,(,P,<,0.005,),vile,acids,(,P,<,0.025,),CF,children,antibiotics,.,Antibiotics,little,effect,fat,led,striking,decrease,(,P,<,0.01,),bile,acids,triple,therapy,group,.,Concomitantly,,,reduced,deconjugation,bile,acids,(,P,<,0.01,),formation,secondary,bile,acids,(,P,<,0.005,),.,associated,5-fold,increase,percentage,bile,acids,found,aqueous,phase,stools,marked,reduction,(,P,<,0.001,),anaerobic,flora,(,log,counts,per,gram,wet,stool,),children,triple,therapy,(,4.3,plus,minus,1.9,),compared,controls,(,9.8,plus,minus,0.1,),,,CF,antibiotics,(,9.1,plus,minus,0.1,),CF,cloxacillin,(,9.6,plus,minus,0.2,),.,close,relationship,anaerobic,flora,,,extent,bile,acid,microbial,transformation,,,fecal,bile,acid,concentrations,suggest,reduction,anaerobic,flora,decreases,adsorption,bile,acids,dietary,residues,microbes,,,favors,bile,acid,absorption,,,leads,decreased,fecal,loss,bile,acids,CF,.
